2021 Suburbs and Localities (SAL) Code,2021 Suburbs and Localities (SAL) Name,Usual Resident Population,Score,State,Rank
14373,Wollombi,301,1075,NSW,3764
14374,Wollomombi,119,1007,NSW,2483
14375,Wollongbar,3261,983,NSW,1911
14376,Wollongong,20446,1062,NSW,3579
14377,Wollstonecraft,8115,1204,NSW,4307
14378,Wollumboola,28,926,NSW,873
14379,Wollun,44,1035,NSW,3128
14380,Wolumla,767,925,NSW,850
14381,Wombarra,944,1139,NSW,4152
14382,Wombat,280,943,NSW,1168
14384,Wombeyan Caves,53,1020,NSW,2819
14385,Womboota,90,1068,NSW,3673
14387,Wonboyn,130,879,NSW,274
14389,Wondabyne,3,1060,NSW,3550
14390,Wondalga,85,1040,NSW,3209
14391,Wongarbon,814,932,NSW,991
14392,Wongawilli,1213,1010,NSW,2547
14393,Wongo Creek,47,1012,NSW,2627
14394,Wongwibinda,62,1042,NSW,3258
14395,Woodberry,3024,805,NSW,17
14396,Woodbine (NSW),2780,942,NSW,1140
14397,Woodburn (Richmond Valley - NSW),743,882,NSW,291
14398,Woodburn (Shoalhaven - NSW),74,971,NSW,1668
14399,Woodcroft (NSW),6597,1047,NSW,3338
14400,Woodenbong,390,935,NSW,1026
14401,Woodford (NSW),1953,1060,NSW,3553
14402,Woodford Island,306,926,NSW,879
14403,Woodhill (NSW),94,1129,NSW,4122
14404,Woodhouselee,23,1005,NSW,2445
14405,Woodlands (Eurobodalla - NSW),59,931,NSW,968
14406,Woodlands (Wingecarribee - NSW),294,1067,NSW,3659
14407,Woodlawn,45,950,NSW,1282
14408,Woodpark,1706,990,NSW,2084
14409,Woodrising,1176,906,NSW,532
14410,Woodside (NSW),59,1011,NSW,2574
14411,Woodsreef,59,1005,NSW,2442
14412,Woodstock (Cowra - NSW),792,904,NSW,513
14413,Woodstock (Inverell - NSW),16,1013,NSW,2640
14414,Woodstock (Shoalhaven - NSW),248,971,NSW,1669
14415,Woodview,142,930,NSW,946
14416,Woodville (NSW),440,1001,NSW,2308
14417,Woody Head,7,1005,NSW,2427
14418,Woolbrook,183,968,NSW,1622
14419,Woolgarlo,42,1058,NSW,3522
14420,Woolgoolga,6151,954,NSW,1369
14421,Wooli,503,877,NSW,262
14422,Woollahra,7189,1200,NSW,4304
14423,Woollamia,653,971,NSW,1654
14424,Woolloomooloo,3792,1141,NSW,4158
14425,Woolners Arm,23,931,NSW,974
14426,Woolomin,260,919,NSW,749
14427,Woolooma,35,1011,NSW,2560
14428,Woolooware,5060,1082,NSW,3813
14429,Wooloweyah,419,1040,NSW,3214
14430,Woolwich,833,1198,NSW,4299
14431,Woomargama,173,960,NSW,1470
14432,Woombah,965,867,NSW,194
14433,Woongarrah,5962,968,NSW,1615
14434,Woonona,12374,1038,NSW,3175
14435,Wootton,228,954,NSW,1360
14436,Wooyung,139,977,NSW,1794
14438,Woronora,2043,1077,NSW,3778
14440,Woronora Heights,2781,1070,NSW,3690
14441,Worrigee,5384,926,NSW,877
14442,Worrowing Heights,713,823,NSW,45
14443,Woy Woy,11072,928,NSW,900
14444,Woy Woy Bay,423,1096,NSW,3920
14445,Wrathall,17,1041,NSW,3222
14446,Wrights Beach,137,1005,NSW,2436
14447,Wrights Creek (NSW),15,1045,NSW,3316
14448,Wuuluman,859,1067,NSW,3650
14449,Wyalong,620,881,NSW,284
14450,Wyan,34,813,NSW,33
14451,Wyanbene,41,1051,NSW,3414
14452,Wyangala,216,1001,NSW,2303
14453,Wyangle,54,946,NSW,1214
14454,Wybong,100,894,NSW,399
14456,Wyee,2909,900,NSW,474
14457,Wyee Point,1171,899,NSW,465
14458,Wylie Creek,13,967,NSW,1591
14459,Wylies Flat,50,925,NSW,849
14460,Wymah,30,1072,NSW,3730
14461,Wyndham (NSW),418,944,NSW,1183
14462,Wyneden,42,976,NSW,1759
14463,Wyoming,10111,964,NSW,1539
14464,Wyong,4530,897,NSW,436
14465,Wyong Creek,476,1022,NSW,2853
14466,Wyongah,2020,900,NSW,471
14467,Wyrallah,493,986,NSW,2008
14468,Yabbra,8,971,NSW,1664
14469,Yadboro,8,1028,NSW,2985
14471,Yagoona,19651,964,NSW,1537
14472,Yalbraith,18,1020,NSW,2820
14473,Yallah,122,948,NSW,1250
14474,Yallaroi,66,1065,NSW,3622
14476,Yamba (NSW),6405,952,NSW,1333
14478,Yanco,744,854,NSW,137
14479,Yanderra,702,897,NSW,425
14480,Yanga,5,1041,NSW,3232
14482,Yannergee,29,1010,NSW,2557
14483,Yantabulla,22,1048,NSW,3344
14484,Yaouk,20,1124,NSW,4094
14485,Yarara,27,1063,NSW,3585
14486,Yarra,138,980,NSW,1853
14487,Yarrabandai,33,996,NSW,2208
14488,Yarrabin,96,925,NSW,853
14489,Yarragal,14,1067,NSW,3651
14490,Yarragrin,47,1006,NSW,2462
14491,Yarragundry,72,1051,NSW,3419
14492,Yarrahapinni,196,990,NSW,2077
14493,Yarramalong,329,1053,NSW,3454
14494,Yarraman (NSW),10,1029,NSW,3007
14495,Yarramundi,829,1001,NSW,2325
14496,Yarranbella,207,960,NSW,1477
14498,Yarras (Bathurst Regional - NSW),9,1025,NSW,2921
14499,Yarras (Port Macquarie-Hastings - NSW),48,941,NSW,1119
14501,Yarravel,1182,871,NSW,219
14502,Yarrawa,101,943,NSW,1166
14503,Yarrawarrah,2775,1067,NSW,3653
14504,Yarrawonga (NSW),445,839,NSW,83
14505,Yarrawonga Park,390,920,NSW,764
14506,Yarrie Lake,73,947,NSW,1235
14507,Yarrow,3,1040,NSW,3212
14508,Yarrowford,110,1017,NSW,2738
14509,Yarrowitch,171,1026,NSW,2925
14510,Yarrowyck,175,1077,NSW,3775
14511,Yass,6763,978,NSW,1806
14512,Yass River,459,1072,NSW,3732
14513,Yathella,182,1073,NSW,3737
14514,Yattalunga (NSW),580,1036,NSW,3148
14515,Yatte Yattah,189,999,NSW,2266
14516,Yaven Creek,67,1040,NSW,3210
14517,Yelgun,88,1000,NSW,2278
14518,Yellow Dam,4,1033,NSW,3097
14519,Yellow Pinch,64,953,NSW,1347
14520,Yellow Rock (Blue Mountains - NSW),1119,1007,NSW,2489
14521,Yellow Rock (Shellharbour - NSW),226,983,NSW,1923
14522,Yenda (NSW),1564,917,NSW,703
14523,Yengo National Park,5,1080,NSW,3797
14524,Yennora,1675,884,NSW,320
14525,Yeoval,330,884,NSW,311
14526,Yerong Creek,355,958,NSW,1433
14528,Yerrinbool,1196,933,NSW,1001
14529,Yerriyong,46,1005,NSW,2451
14530,Yessabah,111,916,NSW,696
14531,Yetholme,241,1004,NSW,2404
14532,Yetman,187,944,NSW,1178
14533,Yippin Creek,758,893,NSW,389
14534,Yoogali,1334,945,NSW,1190
14535,Yorklea,349,874,NSW,250
14536,Young,10610,901,NSW,483
14537,Yowie Bay,3053,1082,NSW,3820
14538,Yowrie,125,1007,NSW,2498
14539,Yullundry,35,1071,NSW,3716
14541,Zara,87,901,NSW,476
14542,Zetland,12622,1173,NSW,4238
20001,Abbeyard,4,987,VIC,1153
20002,Abbotsford,9088,1163,VIC,2804
20003,Aberfeldie,3925,1091,VIC,2589
20005,Acheron,146,1013,VIC,1649
20007,Adams Estate,83,938,VIC,420
20008,Addington,65,1012,VIC,1614
20009,Adelaide Lead,85,881,VIC,73
20010,Agnes,61,1010,VIC,1568
20011,Aintree,7982,1045,VIC,2132
20013,Aireys Inlet,979,1084,VIC,2563
20014,Airly,160,1010,VIC,1576
20015,Airport West,8173,1014,VIC,1659
20017,Albanvale,5641,881,VIC,69
20018,Albert Park,6044,1153,VIC,2788
20019,Alberton,297,916,VIC,245
20020,Alberton West,76,985,VIC,1101
20021,Albion,4334,982,VIC,1046
20022,Alexandra,2801,943,VIC,494
20023,Alfredton,11822,1010,VIC,1578
20024,Allambee,24,1057,VIC,2292
20025,Allambee Reserve,96,1043,VIC,2102
20026,Allambee South,61,1019,VIC,1747
20027,Allans Flat,297,1039,VIC,2056
20028,Allansford,1410,952,VIC,626
20029,Allendale,185,1015,VIC,1677
20030,Allestree,168,875,VIC,54
20031,Alma,195,863,VIC,38
20032,Almonds,31,943,VIC,496
20033,Almurta,66,991,VIC,1207
20034,Alphington,5702,1157,VIC,2794
20035,Altona,11490,1054,VIC,2271
20036,Altona Meadows,18479,968,VIC,871
20037,Altona North,12962,1009,VIC,1564
20038,Alvie,141,999,VIC,1367
20039,Amherst,63,881,VIC,70
20040,Amor,4,941,VIC,457
20041,Amphitheatre,223,957,VIC,701
20042,Anakie,734,996,VIC,1312
20043,Ancona,99,985,VIC,1111
20044,Anderson,26,919,VIC,259
20045,Anglers Rest,31,967,VIC,859
20046,Anglesea,3208,1083,VIC,2556
20047,Annuello,40,911,VIC,207
20048,Antwerp,53,1089,VIC,2582
20049,Apollo Bay,1790,960,VIC,732
20050,Appin,12,1015,VIC,1673
20051,Appin South,38,1049,VIC,2181
20052,Apsley,329,934,VIC,383
20053,Ararat,8500,896,VIC,137
20054,Arawata,92,1021,VIC,1785
20056,Arcadia,212,1019,VIC,1737
20057,Arcadia South,95,987,VIC,1146
20058,Archdale,23,935,VIC,393
20059,Archdale Junction,12,920,VIC,270
20060,Archerton,16,1006,VIC,1498
20061,Archies Creek,32,961,VIC,761
20062,Ardeer,3170,955,VIC,661
20063,Ardmona,497,935,VIC,387
20064,Areegra,18,1027,VIC,1863
20065,Argyle,272,911,VIC,206
20066,Armadale,9368,1167,VIC,2810
20067,Armstrong,90,998,VIC,1344
20068,Armstrong Creek,11247,1034,VIC,2003
20069,Arnold,56,939,VIC,429
20070,Arnold West,19,939,VIC,430
20071,Arthurs Creek,478,1062,VIC,2357
20072,Arthurs Seat,414,1070,VIC,2432
20073,Ascot (Ballarat - Vic.),93,1028,VIC,1890
20074,Ascot (Greater Bendigo - Vic.),2571,965,VIC,826
20075,Ascot Vale,15197,1093,VIC,2613
20076,Ashbourne,242,1102,VIC,2666
20077,Ashburton,7952,1138,VIC,2758
20078,Ashwood,7154,1097,VIC,2639
20079,Aspendale,7285,1082,VIC,2540
20080,Aspendale Gardens,6427,1039,VIC,2058
20081,Athlone,147,971,VIC,907
20082,Attwood,3309,992,VIC,1237
20083,Aubrey,3,1027,VIC,1864
20084,Auchmore,5,1022,VIC,1808
20085,Avalon,255,957,VIC,700
20086,Avenel,1112,973,VIC,956
20087,Avoca,1356,894,VIC,128
20088,Avon Plains,8,1073,VIC,2466
20089,Avondale Heights,12388,1003,VIC,1451
20090,Avonmore,42,994,VIC,1295
20091,Avonsleigh,844,1014,VIC,1660
20092,Axe Creek,452,1020,VIC,1752
20093,Axedale,984,963,VIC,794
20094,Ayrford,39,1054,VIC,2258
20095,Bacchus Marsh,7808,968,VIC,885
20096,Baddaginnie,347,929,VIC,336
20097,Badger Creek,1610,925,VIC,308
20098,Bael Bael,10,947,VIC,538
20099,Bagshot,355,952,VIC,629
20100,Bagshot North,39,952,VIC,627
20101,Bahgallah,56,962,VIC,766
20102,Bailieston,120,961,VIC,750
20103,Bairnsdale,7905,918,VIC,252
20104,Bakery Hill,180,1051,VIC,2211
20105,Balaclava,5392,1146,VIC,2781
20106,Bald Hills,114,979,VIC,1010
20107,Balintore,59,921,VIC,279
20108,Ballan,3392,962,VIC,764
20109,Ballangeich,71,1061,VIC,2352
20110,Ballapur,19,1052,VIC,2229
20111,Ballarat Central,5378,1071,VIC,2452
20112,Ballarat East,5937,974,VIC,971
20113,Ballarat North,4041,1003,VIC,1453
20114,Ballendella,120,961,VIC,751
20115,Balliang,254,997,VIC,1338
20116,Balliang East,199,933,VIC,374
20117,Ballyrogan,77,1122,VIC,2723
20118,Balmattum,135,1042,VIC,2088
20119,Balmoral,281,912,VIC,215
20120,Balnarring,2371,1071,VIC,2440
20121,Balnarring Beach,471,1090,VIC,2584
20122,Balook,9,967,VIC,869
20123,Balwyn,13495,1139,VIC,2761
20124,Balwyn North,21302,1127,VIC,2737
20125,Bamawm,491,986,VIC,1122
20126,Bamawm Extension,282,968,VIC,883
20127,Bambra,115,1070,VIC,2428
20128,Bamganie,44,1004,VIC,1462
20129,Bandiana,855,999,VIC,1370
20130,Bangerang,62,1027,VIC,1865
20131,Bangholme,749,877,VIC,64
20132,Bannerton,78,911,VIC,208
20133,Bannockburn,6470,956,VIC,671
20134,Banyan,22,1063,VIC,2366
20135,Banyena,27,1073,VIC,2467
20136,Baranduda,3041,1014,VIC,1651
20137,Barfold,82,1042,VIC,2079
20138,Baringhup,185,1003,VIC,1440
20139,Baringhup West,11,1003,VIC,1441
20140,Barjarg,141,1098,VIC,2642
20141,Barkers Creek,487,1059,VIC,2315
20142,Barkly,49,919,VIC,261
20143,Barkstead,41,986,VIC,1129
20144,Barmah,229,897,VIC,146
20145,Barnadown,12,961,VIC,759
20146,Barnawartha,987,927,VIC,326
20147,Barnawartha North,188,1011,VIC,1601
20148,Baromi,149,953,VIC,638
20149,Barongarook,458,968,VIC,876
20150,Barongarook West,291,957,VIC,696
20151,Barrabool,247,1061,VIC,2355
20152,Barrakee,22,1037,VIC,2032
20153,Barramunga,11,1033,VIC,1967
20154,Barraport,45,1066,VIC,2392
20155,Barraport West,5,1066,VIC,2393
20156,Barrys Reef,39,1028,VIC,1884
20157,Barunah Park,33,925,VIC,303
20158,Barunah Plains,10,1017,VIC,1694
20159,Barwidgee,96,985,VIC,1107
20160,Barwite,269,978,VIC,1007
20161,Barwon Downs,136,1034,VIC,1998
20162,Barwon Heads,4353,1112,VIC,2699
20163,Basalt,23,1060,VIC,2332
20164,Bass,405,919,VIC,258
20165,Batesford,1141,1038,VIC,2046
20166,Bathumi,76,1042,VIC,2071
20169,Baxter,2166,941,VIC,456
20170,Bayindeen,22,1008,VIC,1539
20171,Bayles,445,929,VIC,343
20172,Baynton,95,1103,VIC,2668
20173,Bayswater,12262,997,VIC,1337
20174,Bayswater North,9014,992,VIC,1235
20175,Beaconsfield,7267,1007,VIC,1528
20176,Beaconsfield Upper,2997,1036,VIC,2026
20177,Bealiba,213,920,VIC,269
20178,Bearii,167,834,VIC,10
20179,Bears Lagoon,53,1022,VIC,1809
20180,Beauchamp,44,949,VIC,568
20181,Beaufort,1712,904,VIC,176
20182,Beaumaris,13947,1129,VIC,2742
20183,Beazleys Bridge,24,963,VIC,783
20184,Beeac,394,924,VIC,301
20185,Beech Forest,125,989,VIC,1171
20186,Beechworth,4274,1029,VIC,1918
20187,Beenak,17,941,VIC,467
20188,Belgrave,3894,1071,VIC,2443
20189,Belgrave Heights,1398,1030,VIC,1929
20190,Belgrave South,1670,1044,VIC,2122
20191,Bell Park,5602,930,VIC,347
20192,Bell Post Hill,5083,933,VIC,380
20193,Bellarine,169,1045,VIC,2133
20194,Bellbird Creek,5,1050,VIC,2185
20195,Bellbrae,1346,1085,VIC,2565
20196,Bellbridge,393,974,VIC,973
20197,Bellellen,59,992,VIC,1228
20198,Bellfield (Banyule - Vic.),1996,1042,VIC,2083
20200,Bells Beach,151,1182,VIC,2820
20201,Belmont,15066,1022,VIC,1796
20202,Bemm River,72,951,VIC,598
20203,Bena,303,1021,VIC,1774
20204,Benalla,10822,926,VIC,318
20205,Benambra,173,967,VIC,860
20206,Benayeo,69,1083,VIC,2551
20207,Bend Of Islands,267,1169,VIC,2814
20208,Bendigo,5652,1026,VIC,1848
20209,Bendoc,109,943,VIC,488
20210,Bengworden,93,1048,VIC,2163
20211,Benjeroop,56,876,VIC,59
20212,Benloch,138,1043,VIC,2103
20213,Bennison,42,946,VIC,532
20214,Bentleigh,17921,1117,VIC,2709
20215,Bentleigh East,30159,1089,VIC,2581
20216,Benwerrin,9,1049,VIC,2176
20217,Beremboke,165,957,VIC,692
20218,Berrimal,52,1012,VIC,1617
20219,Berringa,194,909,VIC,200
20220,Berringama,35,1017,VIC,1704
20221,Berriwillock,180,1033,VIC,1976
20222,Berrybank,37,1015,VIC,1679
20223,Berrys Creek,174,1047,VIC,2155
20224,Berwick,50298,1029,VIC,1901
20225,Bessiebelle,113,1012,VIC,1608
20226,Bet Bet,135,908,VIC,187
20227,Bete Bolong,84,1027,VIC,1879
20228,Bete Bolong North,13,943,VIC,482
20229,Bethanga,485,1023,VIC,1817
20230,Betley,101,908,VIC,188
20231,Beulah,312,948,VIC,558
20232,Beverford,337,921,VIC,278
20233,Beveridge,4642,983,VIC,1068
20235,Big Hill (Greater Bendigo - Vic.),281,921,VIC,274
20236,Big Hill (Surf Coast - Vic.),38,1049,VIC,2177
20237,Big Pats Creek,60,964,VIC,817
20238,Biggara,61,1033,VIC,1983
20240,Bimbourie,11,1063,VIC,2367
20241,Bindi,49,1015,VIC,1664
20242,Binginwarri,134,961,VIC,763
20243,Bingo Munjie,8,967,VIC,861
20244,Birchip,694,1007,VIC,1523
20245,Birchip West,9,1052,VIC,2230
20246,Birdwoodton,748,952,VIC,630
20247,Birregurra,942,1038,VIC,2051
20248,Bittern,4276,964,VIC,818
20249,Black Hill,2124,1026,VIC,1849
20250,Black Range,274,988,VIC,1162
20251,Black Rock,6389,1135,VIC,2747
20252,Blackburn,14478,1117,VIC,2710
20253,Blackburn North,7627,1081,VIC,2538
20254,Blackburn South,10939,1092,VIC,2599
20255,Blackwarry,38,902,VIC,165
20256,Blackwood,387,1006,VIC,1497
20257,Blairgowrie,2786,1074,VIC,2478
20258,Blakeville,43,1028,VIC,1885
20259,Blampied,237,1051,VIC,2216
20260,Blind Bight,1290,889,VIC,106
20261,Blowhard,82,989,VIC,1178
20262,Bo Peep,25,962,VIC,771
20263,Bobinawarrah,100,1029,VIC,1907
20264,Bochara,84,1017,VIC,1689
20265,Bogong,8,1012,VIC,1604
20266,Boho,88,1038,VIC,2047
20267,Boho South,93,1042,VIC,2089
20268,Boigbeat,19,1063,VIC,2368
20269,Boinka,14,1092,VIC,2603
20270,Boisdale,307,922,VIC,285
20271,Bolangum,4,1073,VIC,2468
20272,Bolinda,185,989,VIC,1192
20273,Bolton,15,1094,VIC,2620
20274,Bolwarra,647,915,VIC,236
20275,Bolwarrah,48,986,VIC,1130
20276,Bona Vista,107,1000,VIC,1402
20277,Bonang,52,943,VIC,489
20278,Bonbeach,6855,1046,VIC,2151
20279,Bonegilla,610,1056,VIC,2291
20280,Boneo,314,1019,VIC,1739
20281,Bonn,48,982,VIC,1058
20282,Bonnie Brook,333,982,VIC,1050
20283,Bonnie Doon,666,951,VIC,612
20284,Bonshaw,949,995,VIC,1305
20285,Bookaar,159,1114,VIC,2703
20287,Boolarong,5,985,VIC,1096
20288,Boolarra,1023,959,VIC,719
20289,Boolarra South,147,1012,VIC,1612
20290,Boole Poole,9,1125,VIC,2733
20291,Boolite,38,1031,VIC,1947
20292,Boomahnoomoonah,14,943,VIC,497
20293,Boonah,18,1049,VIC,2178
20294,Boorcan,142,995,VIC,1307
20295,Boorhaman,135,987,VIC,1134
20296,Boorhaman East,13,987,VIC,1135
20297,Boorhaman North,53,987,VIC,1136
20298,Boorolite,166,1000,VIC,1381
20299,Boorool,54,1047,VIC,2156
20300,Boort,940,951,VIC,611
20301,Boosey,108,1001,VIC,1411
20302,Boralma,79,986,VIC,1127
20303,Bornes Hill,33,1105,VIC,2676
20304,Boronia,23607,999,VIC,1359
20305,Borung,59,994,VIC,1280
20306,Bostocks Creek,85,1019,VIC,1722
20307,Botanic Ridge,6739,1010,VIC,1574
20308,Boundary Bend,154,951,VIC,616
20309,Bowenvale,209,914,VIC,224
20310,Boweya,51,1005,VIC,1471
20311,Boweya North,42,943,VIC,498
20312,Bowmans Forest,106,1015,VIC,1661
20313,Bowser,44,970,VIC,904
20314,Box Hill,14353,1088,VIC,2577
20315,Box Hill North,12337,1092,VIC,2610
20316,Box Hill South,8491,1110,VIC,2691
20317,Boxwood,19,992,VIC,1224
20318,Bradford,12,998,VIC,1348
20319,Bradvale,46,1079,VIC,2522
20320,Braeside,25,1055,VIC,2275
20321,Brandy Creek,94,996,VIC,1325
20322,Branxholme,304,1003,VIC,1437
20323,Bravington,14,993,VIC,1255
20324,Braybrook,9682,966,VIC,844
20325,Breakaway Creek,39,957,VIC,684
20326,Breakwater,1060,892,VIC,120
20327,Breamlea,151,1085,VIC,2569
20328,Brenanah,29,1012,VIC,1618
20329,Brewster,47,966,VIC,839
20330,Briagolong,1133,953,VIC,641
20331,Briar Hill,3220,1066,VIC,2404
20332,Bridge Creek,117,1098,VIC,2643
20333,Bridgewater,133,1093,VIC,2615
20334,Bridgewater North,54,1093,VIC,2616
20335,Bridgewater On Loddon,341,943,VIC,480
20336,Bright,2620,1023,VIC,1818
20337,Brighton,23252,1161,VIC,2802
20338,Brighton East,16757,1131,VIC,2743
20339,Brim,181,972,VIC,917
20340,Brimboal,11,1051,VIC,2204
20341,Brimin,56,1040,VIC,2062
20342,Brimpaen,80,1078,VIC,2502
20343,Bringalbert,6,1083,VIC,2552
20344,Brit Brit,42,1092,VIC,2592
20345,Broadford,4592,912,VIC,217
20346,Broadmeadows,12524,900,VIC,158
20347,Broadwater,75,1060,VIC,2330
20348,Brodribb River,29,1050,VIC,2186
20349,Broken Creek,45,991,VIC,1213
20350,Bromley,46,908,VIC,191
20351,Brookfield,10782,921,VIC,276
20352,Brooklyn,1979,1022,VIC,1795
20353,Brookville,16,951,VIC,603
20354,Broomfield,213,984,VIC,1083
20355,Broughton,65,1047,VIC,2159
20356,Brown Hill,4489,1009,VIC,1556
20357,Browns Plains,99,988,VIC,1159
20358,Bruarong,114,1052,VIC,2244
20359,Brucknell,127,1063,VIC,2360
20361,Brunswick,24896,1144,VIC,2772
20362,Brunswick East,13279,1162,VIC,2803
20363,Brunswick West,14746,1113,VIC,2702
20364,Bruthen,820,943,VIC,478
20365,Buangor,112,1008,VIC,1544
20366,Buchan,201,961,VIC,740
20367,Buchan South,102,961,VIC,741
20368,Buckland,156,1046,VIC,2138
20369,Buckley,228,1021,VIC,1787
20370,Buckley Swamp,21,1070,VIC,2435
20371,Buckrabanyule,52,959,VIC,729
20373,Budgeree,146,1008,VIC,1553
20375,Buffalo,284,1034,VIC,2001
20376,Buffalo River,285,966,VIC,845
20377,Bulart,104,1141,VIC,2765
20378,Buldah,5,951,VIC,593
20380,Bulgana,19,972,VIC,939
20381,Bulla,668,950,VIC,589
20382,Bullaharre,19,1019,VIC,1721
20383,Bullarook,77,1024,VIC,1823
20384,Bullarto,89,1071,VIC,2449
20385,Bullarto South,48,1071,VIC,2450
20386,Bulleen,11219,1061,VIC,2350
20387,Bullengarook,714,1025,VIC,1842
20388,Bullioh,63,1019,VIC,1718
20389,Bullumwaal,45,951,VIC,602
20390,Buln Buln,551,993,VIC,1261
20391,Buln Buln East,182,1065,VIC,2384
20392,Bumberrah,101,884,VIC,79
20393,Bunbartha,313,1001,VIC,1416
20394,Bundalaguah,229,958,VIC,710
20395,Bundalong,512,977,VIC,1000
20396,Bundalong South,42,1042,VIC,2072
20398,Bunding,61,986,VIC,1131
20399,Bundoora,28068,1023,VIC,1815
20400,Bung Bong,63,897,VIC,148
20401,Bungador,65,1011,VIC,1597
20402,Bungal,32,1001,VIC,1405
20403,Bungalally,93,981,VIC,1035
20404,Bungaree,302,975,VIC,976
20405,Bungeet,29,1010,VIC,1581
20406,Bungeet West,44,1010,VIC,1582
20408,Bunguluke,18,1022,VIC,1803
20409,Buninyong,3797,1060,VIC,2326
20410,Bunkers Hill,270,928,VIC,331
20411,Bunyip,3131,951,VIC,601
20412,Bunyip North,95,1054,VIC,2262
20414,Burkes Bridge,14,992,VIC,1241
20415,Burkes Flat,20,1012,VIC,1619
20416,Burnbank,47,936,VIC,408
20417,Burnewang,37,1012,VIC,1629
20418,Burnley,794,1165,VIC,2808
20419,Burnside,5800,958,VIC,716
20420,Burnside Heights,6377,1005,VIC,1488
20421,Burramboot,36,1012,VIC,1630
20422,Burramine,241,1001,VIC,1412
20423,Burramine South,24,1001,VIC,1413
20424,Burrowye,24,997,VIC,1332
20425,Burrumbeet,249,962,VIC,772
20426,Burwood,15147,1095,VIC,2630
20427,Burwood East,10675,1063,VIC,2365
20428,Bushfield,596,994,VIC,1288
20429,Bushy Park,49,980,VIC,1029
20430,Butchers Ridge,7,943,VIC,490
20431,Buxton,591,958,VIC,709
20432,Byaduk,129,1070,VIC,2436
20433,Byaduk North,134,1070,VIC,2437
20434,Byawatha,160,986,VIC,1128
20435,Bylands,117,976,VIC,994
20436,Byrneside,161,994,VIC,1290
20437,Cabarita,482,1004,VIC,1465
20438,Cabbage Tree,10,996,VIC,1319
20439,Cabbage Tree Creek,52,1050,VIC,2187
20440,Cadello,25,1049,VIC,2182
20441,Cairnlea,10038,968,VIC,875
20443,Caldermeade,181,936,VIC,406
20444,California Gully,4476,861,VIC,32
20445,Calivil,178,989,VIC,1189
20446,Callawadda,45,985,VIC,1113
20447,Callignee,391,948,VIC,560
20448,Callignee North,42,947,VIC,543
20449,Callignee South,10,902,VIC,166
20450,Calrossie,30,967,VIC,866
20451,Calulu,186,953,VIC,635
20453,Camberwell,21965,1156,VIC,2793
20454,Cambrian Hill,292,944,VIC,506
20455,Campbellfield,4977,884,VIC,78
20456,Campbells Bridge,21,985,VIC,1114
20457,Campbells Creek,2071,1004,VIC,1466
20458,Campbells Forest,50,931,VIC,350
20459,Campbelltown,51,1032,VIC,1962
20460,Camperdown,3354,918,VIC,251
20461,Canadian,4098,978,VIC,1005
20462,Canary Island,4,1054,VIC,2264
20463,Caniambo,82,1035,VIC,2011
20464,Cann River,197,886,VIC,88
20465,Cannie,16,949,VIC,569
20466,Cannons Creek,650,937,VIC,412
20467,Cannum,45,1027,VIC,1866
20468,Canterbury,7800,1165,VIC,2807
20469,Cape Bridgewater,151,1019,VIC,1741
20470,Cape Clear,148,909,VIC,201
20471,Cape Conran,5,1050,VIC,2188
20472,Cape Otway,34,1050,VIC,2192
20473,Cape Paterson,1111,1034,VIC,2005
20474,Cape Schanck,569,1070,VIC,2433
20475,Cape Woolamai,2301,1011,VIC,1599
20476,Capel Sound,5246,914,VIC,234
20477,Capels Crossing,54,947,VIC,547
20478,Carag Carag,61,1013,VIC,1636
20479,Caralulup,3,881,VIC,71
20480,Caramut,256,1024,VIC,1829
20481,Carapooee,60,970,VIC,895
20482,Carapooee West,40,970,VIC,896
20483,Carapook,67,1008,VIC,1533
20484,Carboor,97,1044,VIC,2116
20485,Cardigan,1064,1001,VIC,1420
20486,Cardigan Village,957,965,VIC,821
20487,Cardinia,342,961,VIC,762
20488,Cardross,847,917,VIC,248
20489,Cargerie,38,986,VIC,1119
20490,Carina,26,1092,VIC,2604
20491,Caringal,16,941,VIC,458
20492,Carisbrook,1192,898,VIC,149
20493,Carlisle River,168,989,VIC,1168
20494,Carlsruhe,382,1065,VIC,2385
20495,Carlton,16055,1144,VIC,2770
20496,Carlton North,6177,1176,VIC,2817
20497,Carlyle,82,1035,VIC,2016
20498,Carnegie,17909,1123,VIC,2729
20499,Carngham,171,948,VIC,554
20500,Caroline Springs,24488,1014,VIC,1656
20501,Carpendeit,115,1044,VIC,2123
20502,Carrajung,100,902,VIC,167
20503,Carrajung Lower,129,902,VIC,168
20504,Carrajung South,42,966,VIC,851
20505,Carranballac,43,1079,VIC,2518
20506,Carron,18,1029,VIC,1908
20507,Carrum,4239,1033,VIC,1964
20508,Carrum Downs,21976,938,VIC,421
20509,Carwarp,68,894,VIC,123
20510,Cashmore,197,996,VIC,1310
20511,Cassilis,21,1015,VIC,1665
20512,Castella,257,1027,VIC,1876
20513,Casterton,1673,888,VIC,96
20514,Castle Creek,85,1060,VIC,2323
20515,Castle Donnington,139,1034,VIC,2007
20516,Castlemaine,7506,1046,VIC,2146
20517,Catani,297,928,VIC,328
20518,Cathcart,110,998,VIC,1340
20519,Cathkin,27,1005,VIC,1482
20520,Catumnal,14,1066,VIC,2394
20521,Caulfield,5748,1132,VIC,2745
